Gender,Dob,PIN,Curr_res_yr,Curr_res,Rent,Deps,Marital,Qualification,Credit_score,Religion,Category,Res_stat,Occupation,Salaried,Emp_pin,Curr_emp_yr,Gross_monthly_in,Net_monthly_in,Avg_monthly_exp,Prop,Veh,FD,PPF,PF,Investments,SLIP,Amt,Tenor,Returned
0,1984,110027,20,1,20000,5,1,1,362,3,1,1,2,4,110029,20,40259,33012,43569,73297,74155,33172,32263,36123,66403,335659,4245668,28,0
1,1950,110034,1,0,10000,2,0,1,665,2,3,2,2,2,110071,1,213815,24919,46230,64771,111334,18297,44166,28045,179167,450313,3238031,15,1
0,1953,110047,62,1,17000,1,0,1,463,2,2,2,1,3,110051,62,58123,39895,50533,14522,65037,12176,41892,54528,211024,277852,2692227,28,0
1,1980,110095,41,0,16000,5,2,2,409,0,3,2,2,0,110074,41,76276,52859,59570,180525,55113,27010,19664,32577,156497,82890,4485672,15,0
0,1953,110022,0,2,15000,2,1,1,344,2,1,1,2,0,110077,0,226256,40526,48608,30439,198491,43205,41270,17643,55329,340028,2913574,4,0
2,1990,110083,51,2,17000,6,1,1,358,3,0,2,0,2,110028,51,23499,39444,16139,189581,92137,52771,43482,57345,166004,270176,1501032,4,1
0,1955,110095,61,3,5000,0,0,0,697,1,3,2,0,4,110003,61,27559,47682,53209,193419,62401,55879,55620,50288,124980,226607,3399979,32,0
1,1967,110032,4,3,17000,3,0,2,554,2,2,1,0,4,110011,4,78339,21542,50913,224395,232461,49867,42483,46717,109140,424446,3503430,4,1
1,1955,110033,19,1,0,3,1,1,400,0,1,2,0,2,110041,19,230951,35747,33309,228980,196855,49019,59349,57760,96291,357335,3565300,20,1
0,1952,110038,62,0,11000,2,0,1,718,2,2,1,0,0,110017,62,147113,45206,10397,244769,185751,14078,53076,57341,166369,127911,1914886,32,1
0,1979,110008,35,0,23000,3,1,1,732,2,0,0,0,3,110042,35,189037,12402,23575,146821,163500,11725,44719,51529,110246,203765,3997526,4,0
2,1967,110071,47,0,7000,6,1,1,382,2,3,2,1,1,110036,47,198253,29248,19756,108681,187166,31850,10434,28939,85950,301517,2098223,24,1
1,1953,110063,49,2,12000,7,1,1,412,1,0,2,0,2,110062,49,141869,33848,21280,172357,248320,16239,16629,26755,194098,138257,4925997,20,1
1,1976,110081,45,1,7000,6,2,2,707,1,1,0,0,2,110030,45,199636,43965,46530,208412,68240,11515,27733,12316,14968,253988,3694285,12,0
1,1956,110058,66,2,6000,6,2,2,421,3,1,0,2,3,110033,66,127015,44666,48376,84604,32216,45073,28527,37380,242669,322549,490218,20,1
1,1967,110048,35,2,10000,0,0,2,607,2,0,1,2,0,110021,35,108017,37438,56445,152159,164383,49802,39469,24205,45601,492366,2363063,24,1
2,1966,110011,18,2,16000,5,0,2,821,3,3,2,2,3,110098,18,192970,49140,17060,65918,41546,20437,28126,38696,14606,36938,4896139,8,0
2,1994,110079,66,1,9000,1,1,0,592,2,2,2,0,0,110090,66,101797,38886,27142,109474,20967,50490,40880,30477,230543,445291,1659706,10,0
1,1986,110025,31,2,13000,7,1,2,761,0,3,2,0,0,110044,31,180329,15166,15545,153704,171855,43211,42961,20045,192362,201296,2144608,12,0
0,1992,110077,31,0,23000,6,2,2,704,3,2,0,0,1,110015,31,62379,27537,12685,127178,62168,38128,19932,32240,178690,32031,3084751,28,0
2,1965,110090,60,3,18000,6,0,0,589,0,1,2,2,3,110047,60,62881,49261,12572,21734,185405,46177,40408,32435,92943,146887,4828334,20,0
1,1984,110002,28,0,9000,3,2,2,785,1,3,2,0,0,110018,28,94660,31397,28306,135214,163012,50933,12700,47158,111928,112514,4564226,4,0
0,1963,110036,2,1,22000,3,2,0,833,1,0,2,2,1,110008,2,24550,30913,52952,133856,77590,23087,17471,20865,44323,458609,1697060,15,0
2,1996,110033,35,3,9000,0,1,1,392,0,3,0,0,4,110001,35,228437,54369,36264,34294,201052,26954,10035,35718,233437,35647,511859,4,0
1,1993,110055,30,2,6000,4,1,2,679,1,2,2,0,3,110008,30,196023,47961,29247,239975,209613,39705,39359,48967,140807,139164,618421,12,1
2,1962,110088,42,2,17000,8,1,1,691,2,2,2,0,4,110031,42,64308,21297,20355,140241,194278,11910,28348,29896,227318,88146,4373026,15,0
1,1994,110005,0,0,14000,0,0,1,715,2,2,1,2,0,110052,0,131647,12004,18488,196055,179271,49558,58948,24238,106605,155690,4536595,32,0
1,1952,110068,38,2,6000,3,0,0,673,1,1,1,2,0,110043,38,78627,26725,45340,108903,96903,39232,44529,39698,132157,60872,4727033,24,1
1,1992,110084,21,2,15000,0,1,2,487,1,1,2,2,0,110058,21,209203,19696,13959,66448,65038,10296,24556,39636,81047,123715,1239060,20,1
0,1957,110052,18,0,6000,3,2,1,432,1,3,2,0,4,110072,18,25133,44969,50571,188802,21916,47884,55073,58477,139479,311951,181173,15,1
1,1987,110044,47,1,23000,5,0,0,817,1,3,2,1,4,110063,47,199751,28335,34626,198414,100525,37480,31934,28845,141456,252781,2352342,20,1
1,1967,110097,46,1,21000,1,2,0,885,3,3,0,0,4,110024,46,237746,52172,32225,77209,152445,13520,50272,56721,97558,397193,2312169,32,0
0,1954,110069,59,2,6000,5,2,2,817,2,0,2,0,3,110086,59,235675,18790,48227,120888,102122,45231,54277,31515,29408,260101,2199570,24,0
0,1994,110079,34,1,16000,7,2,0,672,0,2,1,1,0,110051,34,154260,17974,59727,89839,135538,15199,54475,23710,178173,18590,2525641,8,0
2,1950,110059,25,2,0,1,1,0,756,1,3,2,1,4,110029,25,78774,27555,58107,185089,67096,16171,49278,34212,10869,265463,3296401,8,0
2,1991,110058,30,0,17000,6,2,1,675,3,3,2,2,0,110002,30,114305,45117,58809,125538,230030,18126,43848,46256,88974,440532,2742357,4,1
0,1987,110058,37,2,11000,4,0,0,755,1,3,0,0,0,110098,37,232829,19887,36124,27188,222036,44658,11088,48781,192295,114428,661807,24,1
1,1971,110082,51,3,15000,5,1,1,392,2,2,0,1,3,110042,51,89195,49581,58415,62358,144572,50636,48126,26728,229341,298341,2020790,8,0
1,1960,110082,21,3,17000,0,2,0,336,2,3,0,1,1,110034,21,70355,58391,56915,219217,209186,28791,58180,45149,103044,377048,1655369,28,1
2,1991,110071,0,3,5000,8,2,1,464,2,2,2,2,0,110014,0,169347,54745,35594,169647,234733,53406,53699,33892,107759,405143,285170,4,1
1,1977,110083,58,3,10000,3,0,0,868,3,2,2,0,1,110008,58,248584,58690,17760,230313,25492,47981,23778,20339,206457,51209,2058356,24,0
0,1991,110096,57,0,18000,4,2,2,537,1,3,0,1,1,110071,57,32110,46019,32205,153832,93301,30546,56703,19069,179654,493665,908188,4,1
0,1959,110037,8,1,16000,8,2,1,347,1,3,1,0,1,110019,8,73527,23530,28639,187256,60765,30969,11977,13114,137356,295133,4729455,12,0
1,1969,110030,29,2,11000,4,0,1,577,2,3,2,1,1,110096,29,49255,55670,47208,36329,150628,24839,43745,11810,69850,98207,1073496,24,1
1,1989,110063,16,1,6000,9,0,1,472,2,1,2,2,1,110041,16,174065,49979,28746,45084,15721,55064,42648,41792,50354,444985,3818940,20,1
2,1998,110055,39,3,9000,9,2,1,869,2,1,1,0,1,110046,39,65596,22631,36295,205631,183492,40072,26928,52091,219110,131139,1998285,8,0
0,1968,110069,57,0,10000,7,0,0,854,3,2,0,0,4,110062,57,214363,44306,10819,26973,160781,57860,10041,34746,244980,160052,612239,8,1
2,1964,110067,28,0,11000,9,1,2,792,1,3,0,1,1,110047,28,216235,56817,36189,180090,91458,34380,47375,55240,235842,335979,193569,28,0
2,1985,110069,43,0,22000,4,1,0,330,3,3,0,1,1,110026,43,38010,57248,28824,76279,124241,37753,47759,30304,64529,461947,244332,4,0
2,1979,110094,46,2,11000,2,2,2,640,3,2,2,1,2,110030,46,190097,37110,46401,174934,113899,59979,20429,30466,60888,267672,1769318,8,1
1,1988,110088,61,1,17000,1,2,0,423,3,0,2,1,3,110099,61,184057,54696,56441,167816,154908,40826,58861,31181,53055,21124,3300497,12,0
0,1975,110001,10,3,9000,8,0,1,788,1,1,1,2,4,110015,10,141272,46992,17968,41555,166761,30874,23885,29249,140607,178879,4754626,28,1
1,1997,110073,54,1,20000,8,2,0,832,0,0,1,0,2,110053,54,169020,16185,42673,208596,215430,42424,22012,36525,64226,112646,2166897,28,0
0,1959,110029,43,0,20000,8,2,1,746,2,1,0,2,2,110012,43,107512,38615,38480,215775,98704,23735,21704,43247,218394,372432,2519989,24,0
2,1987,110036,45,3,11000,8,0,1,338,2,3,1,1,3,110018,45,36780,28663,44236,244782,49817,17509,20478,53930,10795,251273,1903202,20,0
2,1981,110008,44,3,21000,7,1,2,456,2,1,2,2,1,110071,44,91188,11116,52917,135774,18009,22048,54358,29390,97398,168582,3987365,8,1
0,1975,110089,5,2,5000,0,0,0,606,0,1,2,2,0,110092,5,119286,48335,58450,172914,120997,32587,57809,55079,121888,449395,2826973,28,0
1,1986,110045,45,0,6000,0,1,0,392,1,2,2,0,2,110091,45,63195,45103,58957,15080,138955,19442,13497,20049,99532,267714,2767391,8,0
1,1983,110001,22,3,11000,7,0,1,488,1,0,2,1,3,110054,22,137295,34048,11732,192129,188278,36135,39751,24336,21915,186218,4881329,12,1
0,1976,110023,10,2,21000,4,0,2,703,2,2,0,2,0,110044,10,160953,37998,47317,39481,57550,40118,46568,22281,122283,69972,4194798,28,0
2,1954,110003,42,0,19000,7,0,0,366,2,0,2,2,0,110042,42,215563,45981,32348,237956,99650,54118,30989,35643,38373,104542,1922906,12,1
1,1958,110016,58,2,21000,1,1,1,467,1,2,1,2,1,110009,58,96036,28092,44463,232398,89535,53161,34172,27558,24289,90773,4604787,20,1
0,1950,110089,52,3,15000,0,0,2,697,2,1,2,2,3,110073,52,207088,40462,31574,67423,118744,11586,33231,56073,185405,354824,4200762,20,1
1,1968,110093,53,0,20000,3,0,0,725,1,2,0,2,0,110084,53,47541,39746,13451,48635,131350,54812,18261,51751,50702,417431,715692,15,0
2,1994,110098,23,0,22000,5,1,2,465,2,1,1,2,3,110074,23,81472,45552,33980,135528,23542,19662,38562,48911,211468,404264,2354524,8,0
1,1981,110007,50,1,13000,5,0,2,639,1,1,2,0,2,110083,50,195623,12853,26687,32211,97002,47304,25581,37114,34151,194854,2535503,12,1
1,1985,110015,29,1,18000,8,2,1,473,2,2,1,1,2,110057,29,62475,44903,15126,82590,157066,14755,59731,24774,198481,160879,1448470,8,1
2,1992,110005,16,1,23000,0,0,2,840,2,2,2,0,3,110067,16,200228,57340,12720,161959,111217,33175,25940,32531,233632,491151,4938805,28,0
1,1998,110054,58,0,10000,3,0,0,831,3,0,2,2,3,110074,58,86366,20298,30118,79563,102611,44270,54547,19350,122446,343410,4764923,12,0
0,1962,110084,50,1,22000,4,0,1,875,2,3,0,1,0,110054,50,197065,17496,23450,52187,215819,20298,17085,18547,240852,330503,3663469,4,0
0,1967,110023,8,3,5000,9,1,0,433,3,2,0,2,1,110077,8,69584,38391,19617,34146,147387,31737,46502,56922,128575,121163,4276547,15,0
1,1981,110053,37,1,12000,2,1,2,525,0,3,1,2,4,110050,37,181124,46413,40762,149861,126623,24799,20002,49170,59414,362928,3204289,24,0
0,1990,110051,56,0,6000,4,0,2,575,2,3,2,2,2,110068,56,86389,59480,27419,16068,93746,18649,10671,37059,176799,199931,938925,20,1
1,1990,110043,36,2,13000,7,1,2,432,1,3,0,1,4,110009,36,33415,56237,46098,123587,103384,17324,59015,30273,10250,168245,2336632,12,1
0,1988,110086,29,3,0,2,0,1,612,2,1,2,1,3,110100,29,89206,41763,50151,131912,178024,33125,34424,40505,83658,343474,1741823,8,0
0,1985,110054,49,1,11000,6,2,0,332,1,0,1,0,3,110029,49,19012,29238,16955,179143,237930,50428,23685,55753,237060,96288,2888587,15,0
0,1951,110012,26,3,18000,7,1,0,440,2,1,0,1,4,110055,26,86960,52489,31157,236405,38860,35212,13757,10003,242380,32873,3914491,32,0
1,1983,110093,4,2,7000,6,2,1,459,1,0,1,1,1,110005,4,192975,27633,58804,151714,186376,36311,55789,46732,29662,380520,628443,15,0
2,1990,110058,65,0,0,7,0,2,349,1,1,0,0,2,110054,65,20501,56057,45292,162547,64150,55207,35864,14263,66062,67395,4301831,12,0
1,1996,110047,57,3,12000,8,2,0,836,1,1,1,1,4,110097,57,76410,57969,47509,80134,229856,45841,39315,35906,81043,179840,4777680,15,1
2,1975,110035,48,0,8000,6,1,2,791,3,3,1,0,0,110023,48,57777,45461,47561,60905,17458,11648,46571,16721,151831,62183,4257090,24,1
1,1950,110003,31,3,21000,6,1,0,513,1,2,2,1,0,110067,31,192645,12886,50114,229979,161778,43426,24408,52044,161650,78049,1290907,10,0
0,1971,110073,20,2,10000,7,0,1,846,0,3,0,0,3,110064,20,249595,21115,43039,64303,86655,37290,44817,16493,56402,368631,1611938,24,0
2,1971,110066,19,1,22000,7,1,2,560,2,0,0,1,4,110040,19,231253,58820,29078,79745,144679,37683,33261,52659,235501,365568,2343053,10,0
1,1978,110055,15,3,21000,7,0,1,491,0,3,2,0,1,110093,15,169331,35005,42729,53164,50559,19226,10625,11971,45225,19508,697750,10,1
2,1994,110071,51,3,7000,8,2,2,858,2,2,1,2,1,110045,51,153098,36575,10984,230542,129141,41733,10641,45727,142479,438796,665340,32,1
2,1952,110091,14,2,7000,4,1,0,655,1,1,1,2,4,110082,14,73421,53772,48120,111736,158174,20015,50253,47803,221347,414063,1688793,24,0
0,1981,110029,62,1,19000,6,2,1,506,1,1,1,2,1,110089,62,137745,14147,44181,169050,68337,46152,38172,11284,105029,23475,3469719,32,1
0,1953,110011,41,2,23000,8,2,2,895,0,0,0,1,0,110100,41,202025,26307,14463,211572,128518,28585,59945,23902,135197,241470,2049622,32,0
1,1956,110001,33,2,13000,1,2,0,795,0,1,1,1,1,110043,33,143073,41945,39759,196584,201383,32297,59670,44278,144463,95009,2214738,8,0
0,1981,110041,51,0,14000,7,1,2,854,2,3,2,0,4,110037,51,115875,48870,19101,51609,155247,41019,29802,16674,21409,72251,781845,10,0
1,1997,110092,45,0,17000,6,2,0,385,2,0,0,1,1,110076,45,113874,50516,37869,121120,247815,40484,21099,38053,236878,99423,474183,28,1
0,1961,110067,35,3,8000,6,0,2,573,1,1,0,1,4,110079,35,111652,27593,20537,102056,12647,47048,39640,14723,27757,28702,512878,10,0
1,1981,110073,8,2,13000,2,1,1,666,2,0,1,2,4,110073,8,120549,23813,50693,143182,19905,54422,56058,47425,38780,343328,1469348,12,0
0,1971,110057,17,3,10000,6,2,2,849,0,1,1,1,0,110008,17,159060,10994,33030,225998,103640,48549,31489,18886,218856,485291,4244225,32,1
2,1960,110015,44,2,21000,1,2,1,666,2,0,2,1,2,110009,44,156277,10297,13919,64390,36836,39733,25782,27109,247678,407832,3750406,10,1
2,1965,110008,19,2,19000,6,0,2,434,0,1,1,0,3,110067,19,165210,20672,43044,127238,13939,54262,59489,53041,16301,458588,367588,4,1
0,1956,110048,57,0,22000,9,2,2,600,0,0,0,0,3,110089,57,33392,57434,21744,45024,168141,23357,43666,42990,109437,311991,1892333,10,1
1,1959,110042,44,0,17000,8,0,2,742,0,3,0,2,2,110040,44,157014,11572,54627,45102,164337,56359,22365,13624,190397,16272,4544621,12,1
2,1980,110080,10,1,19000,7,2,1,859,1,1,2,0,2,110052,10,66556,47580,58589,97833,163079,56989,57647,43297,203176,239312,2385698,15,0
0,1998,110047,4,2,19000,1,0,1,891,0,0,0,0,1,110061,4,201596,56543,26501,159755,236060,46200,58508,28755,234297,302916,3413892,4,0
2,1969,110018,21,2,19000,7,0,1,668,0,2,0,0,3,110029,21,149357,37780,16249,96745,115637,32012,40569,58643,12839,463772,929700,32,0
1,1996,110046,12,2,6000,9,1,0,360,1,3,0,1,2,110071,12,243477,45688,45714,107007,63934,40876,56065,58964,120089,497076,2524300,20,1
0,1977,110072,62,2,12000,8,2,0,313,0,0,2,1,4,110075,62,217834,32353,15726,110788,106264,50232,54237,35510,12678,238460,2228808,4,1
0,1998,110067,20,3,22000,4,0,1,726,3,0,2,2,1,110034,20,20423,53815,42665,211917,151897,44990,57520,58623,133919,339019,3066836,4,1
2,1977,110064,41,0,11000,0,0,2,703,3,1,1,1,0,110052,41,152419,31756,16302,27408,80595,33910,51452,42990,179638,164379,1082512,20,1
0,1960,110047,58,3,9000,7,2,2,654,1,3,0,0,3,110045,58,194771,18061,35204,18601,19787,27801,11315,51653,168305,37053,4374682,15,0
1,1989,110016,9,1,22000,5,1,1,512,0,2,2,0,0,110068,9,115645,12168,43648,156656,180379,39459,59387,57250,122417,347618,4433210,12,0
0,1977,110016,7,3,5000,3,1,0,329,0,2,0,1,0,110029,7,207043,53555,56415,43342,189231,19354,14585,47738,128884,475286,2122884,10,0
0,1991,110061,33,2,7000,3,0,1,458,1,3,1,1,3,110094,33,61612,58658,11230,59816,143623,41536,38578,55730,184343,379847,4939366,12,1
0,1966,110074,30,3,8000,8,1,0,744,0,3,2,0,2,110088,30,89229,40144,52370,126934,168912,27985,30500,19800,67295,53442,2565210,32,0
0,1973,110084,23,0,5000,9,0,2,805,0,2,1,0,1,110015,23,110824,57017,39451,194714,11590,14028,59314,32526,120748,266784,2219282,15,1
0,1965,110051,66,3,0,0,1,1,385,1,0,0,2,0,110006,66,199350,30488,31420,246917,210692,40902,12941,10135,209448,497767,3560671,20,1
1,1971,110017,39,0,10000,0,1,2,712,1,1,2,1,2,110073,39,133877,33506,41987,199590,103331,19992,52012,45854,206324,350453,2168616,15,0
2,1998,110067,22,3,9000,5,0,1,599,1,1,2,2,3,110063,22,202862,42421,29402,177189,195187,29826,32693,59690,194819,217832,4022296,24,1
0,1995,110067,41,2,21000,5,0,0,689,2,0,2,1,0,110055,41,128472,17918,39729,160809,94159,43619,49403,47562,99550,443076,4149456,15,1
0,1973,110013,21,3,10000,8,1,1,493,3,0,2,0,1,110061,21,45358,32572,14576,88507,31751,11450,57005,47208,202916,135187,1124642,10,1
1,1975,110072,17,3,15000,2,1,0,420,2,2,2,1,3,110049,17,41588,53068,27430,187515,241640,12403,11457,59796,14885,266734,3095358,15,1
2,1966,110023,40,3,5000,1,1,2,343,3,1,0,1,0,110014,40,12204,24464,23243,97590,38989,21585,10420,28413,196958,355593,482825,20,0
2,1959,110021,62,0,11000,9,1,2,374,0,2,1,0,3,110030,62,110483,48734,18582,144846,16208,56839,34590,48073,173761,264449,252835,28,1
1,1973,110059,35,2,20000,5,0,2,716,0,3,0,1,3,110066,35,66034,27558,28043,130297,154475,35185,36368,54027,50293,33883,174197,28,1
1,1951,110030,59,0,21000,0,1,2,604,1,1,2,0,0,110030,59,124694,32558,51542,192161,24357,12787,35223,10438,72540,42313,2794334,24,1
0,1976,110047,29,0,21000,1,2,0,437,2,1,0,1,3,110067,29,121472,24796,13368,144115,19092,34705,44107,49103,99040,20846,4967791,28,1
2,1965,110074,24,1,15000,2,1,1,700,1,0,0,2,0,110019,24,35691,51839,55611,193071,141254,36168,46346,16639,106293,71461,299186,8,0
2,1997,110096,48,3,21000,3,2,0,470,2,0,2,1,4,110005,48,76875,34508,46887,97504,215873,51831,11880,26488,163509,119679,3615336,10,0
0,1975,110020,54,2,23000,2,1,1,663,2,1,2,0,0,110072,54,48056,11095,41487,241972,26187,56301,43694,20717,235484,483944,3570301,4,0
0,1991,110035,66,0,20000,4,1,2,624,1,3,2,0,2,110067,66,136421,24902,21755,144750,223155,58062,40736,10344,124157,460496,1066270,4,1
2,1987,110082,62,0,23000,6,1,0,369,1,3,1,1,2,110079,62,41084,32001,21046,49737,73202,23944,24398,45106,134677,303843,3370687,12,1
2,1985,110008,18,1,22000,1,0,0,847,3,3,1,2,0,110059,18,102159,13631,56086,92339,173122,43496,51928,48824,88806,51170,4679600,32,1
2,1963,110035,55,0,22000,1,2,2,491,2,3,0,2,4,110091,55,143914,29036,55103,19007,83486,11917,59275,24539,204300,377018,4254358,24,0
1,1961,110089,63,2,12000,3,2,2,849,2,2,1,0,2,110055,63,75108,29269,13695,14680,234499,46570,51828,16109,66872,414919,3023909,4,0
1,1951,110055,62,0,13000,6,1,2,808,3,3,2,2,4,110002,62,243052,35174,22976,202750,203625,24241,15178,12108,127185,389393,1985278,32,1
1,1956,110098,32,2,6000,0,1,2,815,1,3,2,1,1,110090,32,48820,29055,48249,159268,39083,12052,27917,22412,22353,78148,4704413,28,1
1,1969,110032,44,1,8000,2,2,0,682,3,2,0,0,4,110062,44,226018,19115,51984,191641,131427,16455,22668,43220,49116,383319,811349,20,1
1,1957,110042,35,0,14000,1,1,1,864,0,3,2,2,0,110100,35,132171,23707,39479,77778,175043,47519,47747,59661,204658,60342,4121280,12,1
0,1954,110069,54,3,23000,0,2,2,708,2,2,0,1,0,110055,54,172905,12137,38253,104468,199757,33884,35944,30054,167363,60069,1513486,28,0
0,1960,110063,37,0,17000,3,1,2,872,3,3,0,0,2,110028,37,215684,56431,36174,54338,19478,52673,24458,23514,121504,444343,743179,24,1
2,1980,110052,35,0,6000,5,1,1,555,0,1,1,1,2,110057,35,154133,41323,21265,63412,113578,53962,59694,36411,49317,187159,719691,28,0
2,1967,110043,56,0,9000,4,1,0,500,1,0,0,1,0,110072,56,214312,19485,22901,17888,141602,56562,12960,10312,235283,171518,221241,15,1
2,1977,110048,46,1,20000,4,2,2,664,2,3,2,1,2,110085,46,122522,38048,59769,180299,181907,45120,57393,54198,167149,406009,2155778,10,0
1,1990,110047,60,3,23000,5,2,0,657,3,2,2,0,1,110004,60,183677,52302,36854,16339,176592,54066,24940,29769,38462,268593,2348569,32,1
0,1993,110002,60,0,21000,6,1,0,328,2,0,2,2,1,110040,60,18531,46014,29253,219185,201809,57150,17631,33389,242791,207697,1314421,20,0
0,1968,110037,42,3,21000,7,0,1,607,2,0,0,0,3,110098,42,45738,54805,49650,244360,156144,23465,32397,30735,62712,165593,3808458,32,1
0,1963,110036,19,3,15000,4,1,2,690,0,2,0,2,4,110048,19,10533,23957,52393,76256,57450,21399,14108,17236,222624,280220,1062992,12,1
0,1967,110047,14,1,21000,3,1,2,720,1,3,0,0,2,110020,14,227314,11052,48969,191362,46589,26328,45070,57615,149092,474198,2757263,28,1
2,1954,110055,48,2,17000,5,0,2,383,3,1,0,1,0,110071,48,102675,43733,43361,150698,173222,21465,51376,11081,26831,387653,4475530,12,0
2,1976,110012,52,3,10000,1,0,1,680,3,0,1,1,0,110035,52,194440,50250,34267,132636,151661,55035,53724,33518,64134,246570,1457824,8,0
2,1977,110055,56,2,15000,2,0,0,574,3,0,2,1,0,110027,56,181408,24706,10473,109451,205603,13160,22016,50853,121440,119039,4262313,4,0
2,1960,110059,35,1,5000,9,1,2,318,3,2,2,0,1,110038,35,100407,53633,13426,108026,178566,50706,10279,57822,118356,460807,3493009,20,0
1,1984,110049,15,2,9000,5,2,1,794,2,1,2,2,3,110072,15,129808,44266,57742,23227,77548,33592,26069,30851,141682,127171,4763071,24,0
0,1969,110041,10,1,16000,9,2,0,485,3,2,1,1,0,110064,10,11824,30628,44612,115409,221219,35687,56593,46516,66668,367788,4033285,10,1
0,1960,110023,66,3,15000,0,1,1,305,0,2,1,0,4,110009,66,82393,19184,33104,125919,55791,26250,58401,31313,142886,127262,3328000,4,0
0,1973,110026,37,2,0,5,1,0,814,0,2,1,0,4,110097,37,141566,29225,33100,87554,216237,47878,51220,19342,135840,164877,4289562,32,0
1,1989,110095,19,3,16000,1,0,1,749,0,3,1,1,2,110002,19,243207,21875,56865,118960,145684,23824,56699,19332,206446,442497,3688418,12,0
2,1976,110060,32,3,6000,7,2,0,731,3,0,1,0,4,110020,32,192175,33411,50617,189134,34395,42944,31084,10056,138292,226991,1183373,12,1
1,1972,110055,31,1,20000,4,2,1,565,3,2,2,0,0,110096,31,226078,57443,24333,114218,68910,30161,42259,23314,153364,78766,407024,20,0
1,1950,110073,1,2,7000,7,1,2,830,3,3,0,1,1,110050,1,108826,44425,51214,23653,39134,31661,30231,23942,21024,190721,3085130,12,0
0,1989,110071,32,3,19000,5,1,0,506,3,0,1,2,4,110007,32,88488,17609,45938,178557,199866,50727,46712,50042,214139,33774,1840537,12,1
0,1981,110022,13,1,5000,2,1,1,885,0,2,2,1,0,110048,13,113709,57648,34502,133064,28306,57932,36161,56389,200051,463449,2380499,20,0
1,1970,110024,30,2,9000,9,2,0,388,3,1,0,1,4,110063,30,129988,37277,57919,151613,164843,47542,16413,18313,130890,237169,1250426,24,0
0,1975,110056,64,2,20000,0,2,1,420,2,3,2,0,4,110066,64,127947,16852,21515,236278,246584,46144,59921,16133,44326,144024,668808,20,0
0,1974,110012,59,0,15000,2,2,2,514,2,0,1,2,0,110080,59,92758,11438,32745,60614,249623,16486,28267,13348,198576,460832,630824,8,1
1,1967,110062,34,0,0,1,0,1,588,2,3,0,0,0,110062,34,83770,19199,29301,187309,34566,48593,15682,58443,130043,288148,3676093,8,0
2,1972,110070,14,2,7000,2,2,1,534,1,3,0,1,1,110025,14,48072,54414,53400,211837,142242,17483,32934,59711,220471,82059,4241090,32,1
1,1989,110032,57,1,0,5,1,1,774,3,2,0,2,2,110010,57,191101,25256,15022,246398,209552,26479,57484,42639,126194,32551,1644828,8,1
0,1968,110050,51,3,20000,7,2,0,306,2,2,1,1,1,110013,51,157670,49222,24930,54070,48234,13972,27687,36687,215831,204520,3257275,4,0
1,1986,110031,36,1,21000,1,1,1,420,0,0,2,1,0,110076,36,237263,11850,21018,32807,15008,54210,37981,13631,124217,350411,4457682,24,0
1,1966,110010,58,0,20000,6,0,2,630,3,0,2,1,2,110041,58,92671,15158,35173,173065,204134,40558,20215,58023,214711,161166,4324755,32,1
1,1995,110078,25,0,14000,6,2,2,651,0,1,2,1,2,110098,25,104445,30264,57557,198874,22808,21412,11902,35066,98316,200366,4201822,24,1
2,1993,110076,44,0,22000,8,2,2,874,2,2,1,2,2,110002,44,203172,10583,22386,41917,201868,37737,14941,41823,38875,472797,1515208,4,1
2,1972,110072,60,2,19000,9,0,0,446,2,1,2,0,0,110016,60,225158,18323,55614,56020,13617,27939,30640,34329,207062,320041,2457919,20,0
1,1978,110098,54,3,16000,1,1,2,792,1,1,2,1,1,110089,54,45965,47447,50985,182950,91526,38671,55020,15942,104291,19381,3538523,12,1
0,1985,110005,21,3,19000,7,2,0,339,1,3,1,0,4,110005,21,151661,34429,56712,148329,125709,43651,49666,59110,114822,332296,211736,20,0
1,1954,110084,29,1,18000,2,2,2,875,0,3,2,1,2,110078,29,44420,13605,28744,156754,15727,54005,30292,16907,198371,39226,3586581,10,0
2,1965,110089,28,2,11000,1,1,1,586,3,3,1,0,3,110075,28,210294,20879,32818,93378,58331,11963,20998,21502,151730,462008,3447052,20,1
0,1954,110022,26,1,15000,6,2,2,439,1,0,2,0,3,110002,26,91335,27027,58382,124524,177944,26351,13654,45215,23807,297355,4403950,10,0
2,1981,110100,19,1,8000,1,1,2,714,1,2,1,2,3,110014,19,225297,32358,59304,171978,153830,25898,49389,29359,201615,67785,2164951,32,0
0,1960,110010,57,0,14000,4,0,2,888,3,3,2,2,0,110059,57,71195,40039,15607,232604,19199,32948,21773,43971,33413,265927,2261871,28,0
2,1962,110006,50,2,8000,6,0,0,795,3,3,1,2,4,110010,50,138834,37768,26326,56133,215788,43800,21397,11401,215577,93998,1892944,15,1
0,1989,110038,8,3,21000,9,1,2,511,2,3,2,1,3,110030,8,207383,12005,59211,138849,248557,25694,27627,28429,166145,435446,1642577,24,0
1,1950,110062,7,3,12000,7,2,0,435,1,3,1,1,3,110084,7,60900,42773,52443,78082,152460,46436,12560,22358,205117,118953,3902737,10,1
0,1974,110087,4,0,19000,1,1,0,322,0,1,2,0,0,110079,4,78287,11698,53486,65188,72068,17553,17158,48278,248955,106932,1110972,32,0
